Country,Region,Year,Water Source Type,Contaminant Level (ppm),pH Level,Turbidity (NTU),Dissolved Oxygen (mg/L),Nitrate Level (mg/L),Lead Concentration (µg/L),Bacteria Count (CFU/mL),Water Treatment Method,Access to Clean Water (% of Population),"Diarrheal Cases per 100,000 people","Cholera Cases per 100,000 people","Typhoid Cases per 100,000 people","Infant Mortality Rate (per 1,000 live births)",GDP per Capita (USD),Healthcare Access Index (0-100),Urbanization Rate (%),Sanitation Coverage (% of Population),Rainfall (mm per year),Temperature (°C),Population Density (people per km²)
Bangladesh,South,2017,Well,6.97,7.61,0.85,9.29,9.39,13.54,475,None,40.88,167,17,51,48.08,58038,35.05,85.07,99.86,256,10.47,224
Ethiopia,Central,2019,Pond,2.71,8.19,2.81,5.79,28.27,13.23,503,Chlorination,68.3,381,6,96,31.5,47547,26.58,63.85,59.85,893,9.84,848
Pakistan,East,2015,Well,2.97,7.5,0.39,7.57,2.53,2.35,230,None,39.04,218,29,60,44.33,77045,57.99,50.1,80.55,2703,23.42,450
Bangladesh,West,2016,Well,8.42,7.72,4.75,4.3,40.05,6.89,1586,None,58.05,69,13,86,66.9,4128,84.99,15.4,43.39,317,39.11,797
Pakistan,South,2015,Tap,0.1,7.72,3.02,8.77,21.98,6.5,1774,Filtration,54.63,421,36,86,16.62,40902,87.97,34.08,97.03,1819,38.97,589
Brazil,East,2018,Tap,6.36,7.76,4.52,4.26,34.96,11.45,3090,Chlorination,82.95,437,40,89,3.7,42691,99.37,32.81,39.93,2803,39.27,350
Indonesia,West,2023,Tap,3.94,6.8,1.99,5.71,8.73,15.3,2256,None,74.88,259,29,95,40.9,35227,8.88,14.66,67.73,764,15.47,309
Brazil,North,2023,Tap,2.98,7.44,4.05,4.67,32.12,11.41,3970,Filtration,95.6,429,26,60,33.57,34794,21.43,77.47,98.67,695,36.58,295
India,West,2007,Well,6.58,7.49,4.27,8.86,29.7,15.1,4226,Chlorination,94.53,62,48,55,43.2,24723,73.02,79.36,84.66,2085,17.78,418
Ethiopia,East,2005,Spring,8.35,6.79,3.51,9.01,37.78,1.98,4838,None,80.75,482,36,91,93.26,28148,64.52,82.99,99.36,1000,20.42,808
Pakistan,East,2005,Spring,5.58,6.87,0.46,5.6,14.87,17.56,383,Filtration,83.94,457,47,93,71.29,96740,13.39,69.34,50.38,1735,20.8,648
Nigeria,North,2020,Tap,0.31,7.91,0.08,5.15,46.66,10.73,3163,Chlorination,73.74,245,40,39,34.09,72965,63.1,66.84,26.21,840,2.54,395
Brazil,West,2008,Lake,4.61,7.46,0.84,8.41,48.07,0.75,2409,None,78.42,485,16,80,19.57,64474,40.65,48.23,39.48,362,7.08,477
India,West,2003,River,4.63,6.37,0.59,9.15,43.41,12.86,760,Chlorination,73.21,49,29,62,62.61,4019,95.69,78.59,96.61,450,35.44,503
USA,North,2011,Pond,5.44,8.09,3.63,7.37,28.6,10.35,3952,Chlorination,51.82,285,17,56,66.44,84115,85.52,50.81,49.65,843,35.85,754
Mexico,West,2011,Lake,6.71,8.21,2.79,9.49,21.01,4.41,942,Filtration,54.55,233,2,81,49.4,22780,7.32,12.37,29.98,528,8.08,703
Bangladesh,North,2022,Pond,0.19,7.17,2.63,5.68,2.9,15.29,2695,Boiling,70.23,456,27,88,22.85,90410,9.0,56.79,67.45,2365,12.11,535
India,South,2016,Lake,5.02,6.52,1.26,4.06,47.36,18.67,1296,Chlorination,80.41,15,36,3,4.8,56118,41.71,41.24,60.03,568,33.19,623
Indonesia,East,2014,Lake,5.88,8.37,0.77,4.26,47.59,6.45,2402,Chlorination,58.43,435,29,25,28.03,47339,0.84,51.7,25.0,2995,8.17,160
Brazil,South,2008,Spring,3.43,8.21,1.03,7.69,0.93,9.88,2147,Chlorination,39.99,3,20,94,46.8,45579,9.44,45.26,56.24,1338,35.23,846
Indonesia,Central,2006,River,6.68,6.61,2.0,5.85,17.84,2.56,1639,Chlorination,62.16,281,48,61,79.22,876,93.26,49.74,70.63,394,32.93,701
Mexico,Central,2009,Lake,2.28,6.24,3.7,4.09,44.0,18.6,4396,Chlorination,97.42,156,19,75,85.67,1278,79.24,18.69,38.62,2853,32.3,900
Nigeria,Central,2015,Tap,3.17,7.1,1.27,5.05,4.04,6.38,608,Boiling,44.99,219,21,53,42.47,36611,67.27,11.16,29.96,923,35.67,988
Ethiopia,North,2011,Pond,9.63,7.69,3.49,6.71,9.83,3.9,881,Filtration,75.43,394,35,61,80.02,80464,83.02,37.21,89.18,1862,35.48,187
Ethiopia,West,2024,Spring,3.48,6.44,2.46,3.85,48.93,9.57,2250,Boiling,98.78,347,35,17,99.35,22876,25.01,30.36,70.04,337,36.69,976
Indonesia,South,2006,Pond,3.47,7.28,4.43,3.02,42.36,0.87,3092,Filtration,56.34,363,20,9,72.23,4095,72.56,30.0,32.42,1883,35.18,734
Pakistan,South,2017,Tap,5.96,7.06,1.16,9.42,45.6,5.06,2159,Boiling,92.15,479,23,35,73.4,80097,61.56,84.97,70.33,1519,24.28,554
Nigeria,South,2014,Tap,9.71,8.23,2.25,5.13,7.11,1.35,2428,Filtration,90.48,407,20,1,91.13,80492,84.86,75.52,78.82,355,6.31,989
Ethiopia,South,2005,Lake,9.83,7.07,0.48,4.55,10.57,2.55,4850,None,53.73,50,6,59,35.14,19383,28.27,11.07,67.8,1258,24.37,18
Nigeria,Central,2011,Tap,5.8,7.33,1.68,7.89,30.27,2.24,3001,Chlorination,36.9,41,7,88,3.1,79223,76.37,10.7,29.29,718,37.69,360
India,South,2010,River,0.01,8.39,2.53,8.97,25.09,17.45,4891,Filtration,42.5,422,21,46,98.72,83006,85.27,72.15,29.98,381,38.71,785
Nigeria,West,2019,Tap,9.01,6.75,3.66,7.43,14.93,18.61,1994,Filtration,55.6,134,21,72,50.07,73525,54.9,88.79,23.61,2216,29.14,212
China,Central,2002,Lake,5.7,6.72,0.99,4.78,44.19,9.49,1323,Chlorination,97.14,273,29,31,79.0,52651,41.38,47.22,38.72,369,27.75,272
Mexico,South,2001,Pond,3.66,8.0,1.09,9.03,45.07,12.61,4317,None,49.21,258,33,68,81.62,32677,94.87,44.65,24.77,2744,37.54,158
Ethiopia,North,2005,Tap,8.29,6.69,3.16,6.57,14.58,13.92,1011,Chlorination,94.88,190,28,50,40.96,97462,16.9,32.07,84.42,1517,11.65,101
Nigeria,East,2023,Spring,4.0,8.08,1.91,5.67,7.79,7.83,4038,Filtration,42.7,255,9,66,55.04,72780,3.63,63.33,21.23,1946,6.04,574
Indonesia,East,2021,Spring,0.34,6.24,2.41,7.23,7.45,7.4,688,Filtration,97.89,235,4,80,54.91,74837,17.91,47.73,66.48,1587,11.6,536
USA,East,2024,Spring,8.21,6.28,4.18,7.9,24.22,13.51,4068,Chlorination,50.55,493,48,76,23.58,60020,68.35,23.4,84.79,2960,37.96,465
China,Central,2004,Pond,5.46,8.25,2.5,7.16,6.65,7.53,4213,Boiling,74.32,275,38,66,13.53,76728,78.89,48.51,91.59,1560,8.49,573
China,South,2017,Well,3.38,7.35,3.26,9.44,23.67,11.62,4269,Chlorination,34.88,353,33,91,55.27,58650,71.68,40.11,52.76,2249,8.99,469
Pakistan,Central,2015,Spring,2.51,7.8,3.28,7.4,23.1,10.3,1242,Filtration,50.98,477,37,67,13.77,84903,41.99,81.18,69.67,622,7.72,462
Nigeria,West,2007,Spring,5.94,6.56,4.02,9.15,44.21,10.49,3447,Filtration,44.75,72,9,81,35.92,47186,96.76,71.73,96.09,2721,19.39,209
Pakistan,North,2024,Well,2.08,6.42,3.19,7.11,14.81,16.59,2044,Filtration,30.24,73,8,55,20.24,55447,44.43,66.1,73.73,345,31.86,46
Pakistan,North,2019,Pond,3.24,8.09,0.32,5.31,28.03,14.08,440,None,40.97,122,31,98,71.28,31726,98.13,36.17,92.09,2573,15.27,983
USA,East,2021,Spring,6.37,6.9,1.71,6.73,37.17,19.21,1224,Chlorination,71.52,69,4,13,87.46,63926,91.81,21.17,74.74,787,4.0,397
India,East,2010,Lake,8.82,7.14,4.95,3.6,29.8,15.82,2462,None,57.29,400,34,15,58.64,40752,40.71,79.17,25.44,429,29.61,868
Nigeria,East,2009,Pond,5.33,6.07,0.98,4.61,47.7,2.92,4178,Chlorination,80.58,78,10,75,42.2,16323,16.1,37.42,35.75,2141,24.39,600
Brazil,South,2023,Spring,7.59,6.96,2.93,8.36,30.11,14.77,2752,None,76.98,480,41,74,99.67,26427,8.98,57.44,95.24,2069,19.17,989
Ethiopia,West,2024,Spring,7.63,7.93,4.21,7.63,45.09,13.31,1752,Boiling,85.95,247,15,65,4.08,66144,53.15,57.27,87.54,1492,38.56,838
Pakistan,West,2011,Well,6.64,8.05,2.93,4.17,12.25,12.92,4442,Filtration,90.69,186,26,32,31.83,25601,76.32,84.24,53.82,784,18.82,671
Mexico,West,2020,Lake,2.46,7.75,1.86,6.07,28.04,9.61,4629,Filtration,87.39,437,19,12,29.31,67534,17.6,23.74,32.89,2865,29.3,442
Bangladesh,West,2005,Pond,8.67,7.73,0.4,3.99,27.17,1.25,3002,Chlorination,61.36,140,0,29,36.91,97147,31.82,71.73,32.57,2983,6.34,557
Mexico,East,2019,Tap,4.36,7.27,1.81,8.99,49.47,19.03,4546,Filtration,51.61,297,25,25,24.6,48276,63.05,47.01,92.39,1441,16.66,103
USA,North,2004,River,0.44,7.35,0.91,3.76,10.23,17.04,3216,None,65.16,43,10,81,27.9,51319,46.09,23.98,33.3,1152,8.49,874
USA,East,2022,Lake,2.45,7.86,4.8,7.58,7.05,9.74,3359,Boiling,67.46,246,14,12,27.25,52836,60.39,76.85,50.9,1584,13.93,200
Indonesia,West,2008,Tap,7.66,6.62,3.58,7.25,30.58,3.17,3942,None,51.92,469,38,67,51.56,87367,67.64,75.61,92.06,2928,19.19,485
India,East,2015,Lake,0.69,6.58,3.75,6.31,11.18,16.49,3296,None,67.8,335,39,32,40.32,58449,38.07,13.21,22.67,1588,6.98,175
Ethiopia,West,2021,Tap,1.47,8.37,2.18,4.95,31.96,8.61,4309,Chlorination,37.4,225,47,14,64.65,59468,78.6,66.76,70.46,305,32.12,49
Pakistan,Central,2013,Tap,6.94,6.07,0.55,5.83,48.62,7.8,4014,Filtration,46.17,66,17,16,52.41,49273,70.29,22.28,48.05,1856,15.04,73
Mexico,North,2021,Lake,8.93,6.35,1.33,8.64,47.33,13.31,899,None,82.22,455,23,5,19.98,73464,68.76,58.83,28.62,2021,35.86,461
Bangladesh,Central,2007,Well,6.34,7.43,1.3,8.33,11.56,15.17,1189,Chlorination,42.8,275,27,4,81.38,89281,14.95,61.5,65.4,484,26.99,705
USA,South,2019,Lake,2.22,7.84,2.43,8.17,8.54,1.26,652,None,39.73,252,24,32,48.28,54054,47.42,63.22,58.79,795,7.06,791
USA,East,2018,Lake,0.53,7.34,2.3,8.25,28.04,15.35,982,None,50.11,302,22,53,17.02,30081,57.72,19.61,27.94,725,25.68,651
India,South,2013,Tap,6.15,6.89,2.17,4.01,29.34,14.68,575,None,55.97,279,10,15,18.35,99861,22.64,57.87,41.38,1076,0.93,760
Bangladesh,East,2006,River,0.47,8.44,2.48,3.69,33.11,11.78,332,Chlorination,53.0,178,32,45,80.1,88732,75.86,17.99,79.23,2427,32.3,391
Bangladesh,Central,2004,Tap,6.13,7.76,4.94,9.03,37.07,6.77,4307,Boiling,56.22,401,15,23,70.89,18252,12.11,69.64,80.47,1262,38.97,456
India,West,2017,Spring,2.26,8.08,1.49,8.86,30.05,3.3,288,None,39.79,278,35,4,51.64,24986,14.99,15.1,67.89,2759,27.11,284
USA,West,2001,Lake,9.05,6.1,3.08,7.77,5.59,2.05,2213,None,41.58,128,22,66,32.0,97925,41.33,70.62,28.84,1406,37.06,87
Ethiopia,East,2010,Pond,4.75,6.59,1.2,7.24,39.51,0.02,2173,Chlorination,46.51,378,5,98,47.13,80903,13.53,80.68,88.25,751,11.79,848
Nigeria,West,2021,Lake,2.24,6.94,2.33,5.57,3.98,4.13,3833,Filtration,58.14,114,42,90,64.38,54285,1.16,33.88,33.82,1888,16.94,134
Nigeria,Central,2007,Well,8.53,6.46,1.0,4.57,1.0,8.23,1055,Boiling,53.51,321,23,75,88.17,81641,41.14,72.26,77.68,963,16.98,530
India,West,2000,Pond,2.54,6.18,2.79,7.67,38.48,4.87,4369,Chlorination,85.39,388,37,49,56.48,98120,64.86,43.4,23.41,2988,4.48,298
Bangladesh,Central,2021,Tap,3.07,6.56,1.33,9.39,27.42,6.18,1324,Filtration,66.79,273,41,40,29.12,53390,49.51,73.82,46.55,1216,31.86,136
Pakistan,South,2011,Well,8.34,7.33,0.18,6.06,34.93,7.81,3595,Chlorination,70.3,463,5,88,6.19,26003,5.22,64.9,58.27,2720,19.8,225
India,Central,2001,Lake,3.09,7.74,4.08,5.12,19.14,6.17,3827,Chlorination,69.24,201,9,54,19.19,69661,23.25,33.13,22.24,665,19.62,637
Ethiopia,North,2017,Tap,4.1,7.94,0.64,4.9,0.55,14.49,2662,Boiling,57.91,116,21,80,65.72,22084,52.43,25.5,33.72,2153,26.74,838
India,North,2006,Tap,3.48,6.11,1.84,3.17,16.55,9.83,2323,Boiling,98.63,476,22,19,17.72,52388,73.81,83.18,45.51,1535,6.84,115
China,North,2016,Spring,1.16,7.07,2.39,6.64,30.41,0.39,1882,Boiling,32.61,34,4,91,49.19,42164,79.39,77.12,98.6,501,32.41,500
Mexico,East,2021,Spring,0.39,6.31,2.16,9.92,11.29,4.53,3063,Boiling,45.11,408,27,49,70.5,58126,51.94,62.79,82.36,895,14.63,734
Bangladesh,East,2022,River,7.25,7.08,3.63,8.71,34.39,14.19,1153,Filtration,49.93,105,8,34,32.21,12521,64.61,37.95,87.26,2965,3.19,565
Indonesia,East,2013,Spring,6.45,7.08,2.98,9.28,39.72,6.02,3370,None,91.69,248,38,49,67.57,86103,90.34,50.84,73.4,658,7.61,586
Indonesia,Central,2023,Pond,2.82,7.25,1.48,7.35,22.71,18.4,96,Chlorination,94.32,151,48,78,58.95,82908,6.52,54.63,43.39,2146,10.11,606
Bangladesh,East,2006,Tap,2.96,8.23,0.26,6.37,43.79,14.25,276,Boiling,89.23,140,43,32,45.02,11798,9.92,16.89,76.76,2337,7.12,66
Ethiopia,South,2021,Spring,9.45,8.01,3.84,9.93,42.74,5.8,2847,None,59.19,404,27,66,89.93,24345,45.79,87.78,73.9,2363,9.69,753
China,North,2024,River,9.88,7.59,1.76,6.13,43.9,10.33,331,Filtration,94.02,489,24,70,69.82,60697,60.97,17.35,68.8,2922,39.83,289
China,Central,2002,Lake,4.73,8.21,4.45,9.42,33.05,13.34,2252,Boiling,36.9,490,42,9,37.34,74397,0.46,67.73,43.87,2647,21.51,623
USA,North,2005,Pond,8.02,7.7,1.98,8.33,15.24,3.87,4198,Chlorination,75.67,294,37,89,80.82,45476,45.25,49.42,41.06,1723,24.12,181
Mexico,East,2019,Spring,7.37,8.05,3.59,5.32,24.06,4.92,3051,None,95.61,161,26,40,74.33,73186,17.28,70.79,46.9,1883,6.64,114
Nigeria,Central,2001,Tap,2.97,7.41,4.7,6.52,35.53,10.14,3696,Boiling,82.84,146,23,39,79.59,43052,64.51,30.87,44.99,2006,1.76,973
Brazil,West,2016,Lake,0.59,7.31,3.26,5.69,10.53,18.5,2407,Chlorination,49.45,411,42,5,64.81,46423,26.77,41.61,26.23,309,12.41,15
Ethiopia,South,2011,Tap,1.43,7.81,2.07,3.95,36.94,6.88,3202,None,80.23,255,42,32,39.18,42025,90.19,52.04,84.18,2447,30.79,972
Brazil,East,2011,Lake,8.38,6.05,2.84,5.5,27.4,8.04,2086,Chlorination,50.63,90,45,15,36.16,42877,6.38,19.66,49.54,991,22.35,43
Brazil,East,2016,Pond,7.31,7.73,2.72,9.22,4.8,3.81,306,Filtration,37.81,369,15,23,66.11,40623,80.92,78.15,76.53,2839,0.43,930
Bangladesh,South,2009,Tap,6.64,8.34,2.92,8.27,27.86,11.86,883,Boiling,80.21,217,1,93,14.83,93979,39.23,89.32,42.39,1186,31.55,894
Indonesia,South,2002,Spring,1.31,7.78,0.73,4.94,3.34,14.8,4289,Boiling,42.55,138,1,59,82.35,90996,85.72,43.41,68.16,1443,4.16,548
Indonesia,West,2019,Spring,6.4,6.09,3.49,5.58,0.72,8.81,3589,Chlorination,37.77,176,4,73,38.29,47467,81.51,40.15,22.77,272,17.62,539
Nigeria,East,2017,River,7.72,6.94,0.73,7.32,44.48,15.0,3641,None,68.62,290,45,10,63.78,11337,23.93,57.53,28.48,1077,39.98,526
Bangladesh,East,2012,Lake,8.61,8.02,0.07,5.91,24.5,6.05,4344,Boiling,73.44,339,20,43,50.91,20019,5.06,65.09,49.16,2964,4.85,639
Brazil,North,2011,River,0.13,8.4,3.12,6.52,27.16,14.14,2162,Chlorination,33.57,75,9,85,52.89,86596,69.55,79.49,41.5,2682,32.6,481
Pakistan,Central,2016,Well,6.84,6.93,0.58,7.89,14.0,5.17,3147,Filtration,30.31,56,41,2,74.32,23807,20.44,39.83,48.27,1895,31.97,617
Indonesia,Central,2003,Spring,0.19,8.1,3.85,6.27,27.14,15.61,2783,Boiling,91.74,27,17,37,63.41,82399,93.05,71.19,94.46,791,17.8,734
Ethiopia,North,2022,Lake,7.07,8.16,4.33,4.34,8.44,16.61,3141,Chlorination,38.07,321,25,39,26.53,20140,6.72,29.21,25.91,314,39.53,264
Ethiopia,Central,2009,Pond,6.36,6.31,4.72,6.64,37.28,15.95,4603,None,70.87,320,19,86,9.27,97216,32.4,64.44,57.02,224,12.32,565
USA,South,2010,River,1.48,8.11,3.32,5.49,41.17,4.31,154,Boiling,96.75,456,40,18,84.34,24396,1.26,47.34,35.86,2424,12.63,875
India,Central,2005,Pond,7.66,6.81,2.41,5.04,42.79,13.88,3630,Boiling,65.83,149,35,39,88.72,63501,31.7,62.93,48.47,1502,6.1,614
Pakistan,Central,2005,Pond,0.68,7.48,1.76,5.3,5.33,10.77,460,Filtration,39.79,306,48,52,18.12,57115,54.13,40.38,74.16,2540,14.79,256
Indonesia,North,2008,Pond,8.26,7.35,2.45,6.07,27.89,19.72,1396,Chlorination,57.54,487,20,76,32.33,12132,65.49,33.55,97.84,1443,11.86,782
China,West,2014,River,2.62,7.66,0.95,9.21,40.44,7.23,790,None,73.68,346,1,35,29.67,88862,72.64,48.88,75.58,1226,24.18,326
Indonesia,Central,2001,Well,6.89,7.85,1.74,8.14,6.41,15.43,3709,Filtration,83.4,392,45,66,93.87,21716,83.35,81.61,90.79,514,1.63,260
USA,Central,2003,River,9.24,7.1,3.59,7.68,4.98,7.4,1867,Filtration,72.49,198,32,85,22.07,10624,11.08,63.99,31.78,1630,12.41,763
Ethiopia,West,2004,Tap,3.4,8.22,1.09,6.3,40.85,7.94,1688,Filtration,32.4,163,22,88,18.32,28237,76.19,58.93,34.51,1768,0.19,357
Brazil,North,2016,Spring,5.03,8.02,1.32,3.01,39.84,2.22,576,Chlorination,40.02,181,38,19,19.82,30635,27.84,67.59,90.14,2941,0.25,655
China,West,2007,River,4.63,7.96,3.75,5.38,22.43,4.79,3764,Chlorination,56.03,239,30,27,73.53,68612,13.82,68.33,68.6,2798,32.81,84
Bangladesh,North,2007,River,1.58,7.15,0.89,8.69,5.49,3.29,2543,Boiling,79.4,421,3,56,89.03,35339,26.57,33.58,83.37,2310,29.99,816
Mexico,South,2021,Well,5.9,6.09,1.23,5.72,25.81,3.18,361,Chlorination,70.9,241,40,2,40.55,20013,85.8,28.62,37.83,1312,29.77,249
Brazil,North,2011,Tap,7.43,7.23,0.09,6.95,19.74,0.18,456,Filtration,33.13,65,2,85,15.34,44509,62.74,50.73,47.89,302,14.15,145
Mexico,South,2020,River,9.17,8.25,3.6,4.43,25.93,15.88,3249,Chlorination,85.78,170,36,36,59.4,4784,59.74,21.83,26.48,2076,27.97,236
Pakistan,South,2007,Spring,8.51,6.48,3.09,9.41,21.99,9.36,4224,None,72.36,132,9,17,22.57,36803,58.46,47.98,91.65,1922,10.26,468
India,North,2018,Spring,5.1,8.46,3.47,9.46,28.43,16.08,3561,Boiling,92.1,80,41,83,8.29,39633,40.86,65.44,96.51,358,12.38,605
China,East,2002,River,7.19,8.02,1.07,4.02,36.36,12.25,3110,Filtration,59.24,164,31,45,88.85,82319,41.7,10.59,88.6,2808,22.5,901
Nigeria,North,2017,Pond,8.01,7.77,3.44,8.07,38.74,16.63,3529,Boiling,64.31,441,35,4,87.34,15798,14.83,18.89,54.97,933,27.98,767
China,Central,2020,Pond,4.93,7.69,2.98,3.53,32.45,10.08,4907,Chlorination,58.39,62,48,72,97.64,852,33.26,86.97,47.29,558,10.63,764
Indonesia,Central,2018,Tap,1.15,7.47,1.83,7.19,9.95,1.88,4968,Boiling,80.57,354,26,92,48.45,3622,51.2,84.24,57.01,2228,27.17,948
Ethiopia,East,2018,Spring,4.38,7.8,2.19,4.25,19.86,12.34,349,Boiling,82.65,50,48,80,30.81,5707,60.6,43.43,71.01,2947,38.5,95
Indonesia,South,2014,Pond,8.42,7.05,2.84,4.02,3.56,13.56,2692,Chlorination,80.63,71,18,75,77.44,31441,7.16,57.2,54.52,964,19.75,946
Indonesia,East,2005,Spring,5.97,8.11,2.47,3.03,22.58,12.53,4547,Boiling,50.41,42,37,56,19.69,48091,33.38,22.42,53.73,2737,16.28,469
Pakistan,Central,2015,Tap,7.24,7.74,3.21,9.59,48.52,16.03,4083,Chlorination,74.52,322,0,25,25.84,18915,33.94,36.48,54.48,391,9.3,121
Brazil,East,2007,Tap,1.85,7.93,0.9,8.8,32.09,14.63,108,Filtration,53.7,450,25,32,27.06,39093,51.51,73.43,79.57,443,14.25,78
Nigeria,North,2015,Pond,9.64,7.98,2.7,3.54,7.73,8.65,1231,Boiling,88.39,320,45,96,95.26,70080,71.0,78.48,82.94,1133,21.15,371
Nigeria,East,2017,River,4.04,6.23,2.25,7.2,13.43,16.38,576,None,33.86,317,12,35,73.52,45656,63.52,42.42,89.64,782,37.76,295
Indonesia,South,2019,Lake,6.54,6.14,2.31,4.63,3.23,13.84,240,None,32.64,215,34,92,15.1,37888,57.09,34.88,39.44,1300,10.43,452
Mexico,North,2015,Well,0.19,8.0,2.35,4.85,9.12,2.41,2638,Filtration,37.12,492,1,21,11.1,67206,29.14,64.53,32.6,932,9.26,160
Pakistan,West,2010,Lake,1.27,6.65,4.41,9.12,24.39,10.8,2041,Chlorination,44.17,190,21,81,84.6,81541,83.91,67.43,47.61,1999,38.42,519
Indonesia,Central,2006,Lake,7.82,7.45,4.09,3.8,17.24,14.57,370,Chlorination,32.63,157,38,16,80.62,6140,78.53,88.7,53.64,980,24.23,493
India,Central,2016,Spring,9.68,7.11,3.15,7.21,10.2,11.07,2152,Boiling,35.01,489,27,43,67.76,59972,18.36,65.79,76.15,993,29.41,450
Ethiopia,East,2016,Tap,3.2,6.06,3.58,5.81,7.33,18.98,97,Boiling,51.42,89,43,51,21.22,38185,65.51,29.21,80.63,1202,33.19,930
Brazil,North,2011,Spring,0.37,6.1,0.21,4.34,32.8,2.03,4191,None,36.99,421,1,87,49.07,87665,90.67,14.8,98.73,2980,3.27,185
Bangladesh,West,2012,Pond,3.61,8.07,3.72,6.16,27.91,14.45,1948,None,86.15,490,10,21,61.07,77861,43.56,30.61,50.26,290,19.39,719
India,North,2009,Well,0.17,7.52,2.43,9.58,42.13,16.49,1495,Chlorination,33.77,103,47,68,93.35,26681,92.48,28.13,52.2,2815,5.6,563
Mexico,Central,2006,Pond,1.92,7.31,1.59,8.47,9.16,14.05,2093,None,93.56,50,36,0,18.6,40574,2.2,17.43,63.37,2635,24.97,38
China,North,2013,River,7.52,8.36,0.7,3.92,42.4,7.71,2937,Chlorination,90.96,253,25,82,52.51,47530,51.62,45.55,85.63,1841,38.15,606
China,West,2022,Well,9.37,6.43,0.38,8.95,28.9,7.71,2078,Filtration,44.59,106,27,29,17.46,11625,25.63,33.05,72.87,2127,2.25,848
India,East,2000,Spring,0.87,6.64,0.22,9.56,13.31,11.73,2455,Filtration,35.01,293,25,38,45.5,6301,26.22,84.01,65.81,635,10.96,750
Indonesia,South,2016,Spring,5.58,7.89,0.81,4.94,13.68,7.94,3446,None,37.39,235,16,78,21.61,56397,87.75,42.31,71.85,2028,39.99,694
Bangladesh,North,2003,Pond,2.54,7.94,0.15,5.33,19.52,17.66,1405,Boiling,69.14,497,2,34,83.95,48766,31.15,80.13,57.16,2116,0.22,562
USA,South,2020,Spring,1.39,7.01,3.66,3.88,23.01,2.2,4811,None,72.06,322,13,68,26.96,90683,2.33,34.54,80.72,246,5.58,722
USA,Central,2004,Spring,2.19,8.38,1.24,5.41,4.13,12.78,2691,None,52.09,332,15,69,42.88,2792,53.97,76.52,26.02,1169,3.23,840
Mexico,East,2019,Lake,5.78,8.35,1.84,7.71,42.1,2.68,2745,None,50.78,355,48,88,41.96,15477,97.09,46.36,60.72,2554,30.56,384
Indonesia,East,2023,River,0.65,6.03,4.11,4.91,6.08,10.8,972,Boiling,67.21,104,35,10,86.9,42693,7.91,12.59,84.53,313,30.04,440
Nigeria,North,2022,Lake,4.34,6.43,0.57,3.05,24.17,14.31,2748,None,51.39,254,27,50,76.26,95245,28.63,48.96,44.2,1281,31.1,621
Nigeria,East,2024,Spring,1.35,8.05,4.18,5.37,19.15,3.31,1512,Boiling,95.4,303,27,62,7.64,45887,46.95,28.14,87.47,243,30.99,394
Brazil,North,2006,Tap,2.73,6.84,3.2,6.17,25.61,14.08,2923,None,56.78,395,24,85,8.57,94194,83.05,34.6,82.63,2601,33.41,360
Bangladesh,North,2009,Lake,1.91,6.24,1.71,6.96,44.37,2.8,808,Boiling,45.39,19,8,33,56.02,29464,26.89,64.75,66.45,2002,30.92,925
Bangladesh,South,2016,Spring,8.83,7.96,0.59,7.79,49.45,12.41,4694,Boiling,40.22,358,10,54,43.92,58573,34.37,52.36,40.17,1235,19.34,229
China,East,2006,Spring,7.08,7.14,0.46,3.43,1.01,10.11,4230,Boiling,74.22,491,36,77,29.01,90647,38.45,81.09,88.89,593,29.82,503
Pakistan,North,2000,River,8.68,7.23,1.68,6.29,19.66,5.96,327,Boiling,52.87,71,42,72,79.68,47107,37.96,84.88,22.4,2964,23.9,156
Mexico,South,2006,Pond,3.83,6.47,0.7,4.86,40.88,2.23,4294,Boiling,43.22,116,44,19,14.61,71233,20.03,65.28,67.4,1789,14.66,586
USA,West,2023,Well,3.13,7.65,1.34,9.64,16.33,14.72,682,Filtration,49.31,366,20,79,97.46,33077,91.57,79.08,82.61,959,33.46,614
Mexico,South,2010,Lake,3.81,7.38,0.26,5.52,32.45,7.64,3331,Chlorination,51.55,129,1,57,4.36,24072,79.29,25.61,58.83,1637,31.52,211
Nigeria,South,2008,Lake,0.19,6.52,2.98,3.7,49.61,1.73,123,Chlorination,73.81,458,33,80,13.59,79994,97.56,16.34,28.23,2134,6.94,813
Nigeria,North,2011,Lake,7.25,6.85,0.73,3.29,32.34,15.46,753,Boiling,42.23,119,41,16,32.51,41704,37.1,36.64,86.72,1725,0.98,928
India,Central,2002,Spring,3.5,7.49,3.78,4.86,5.56,4.66,1606,Chlorination,81.3,212,12,33,51.9,69502,4.53,36.06,92.73,1871,12.64,731
Brazil,Central,2003,River,3.13,8.31,1.09,4.25,42.15,14.73,3578,Boiling,51.34,228,4,74,23.18,77995,11.55,63.21,65.06,429,16.15,422
Bangladesh,Central,2003,Spring,5.98,8.3,3.99,7.55,48.33,11.3,4666,None,64.18,182,10,98,74.15,64041,35.75,77.23,82.97,555,6.97,229
Ethiopia,South,2024,Spring,4.36,6.72,0.95,8.93,35.63,3.89,1468,Filtration,75.84,133,28,61,37.04,38480,91.11,33.75,68.86,2671,34.21,821
